"cut","carat","color","price"
"Very Good",2.74,"J",17164
"Premium",2.02,"H",17166
"Premium",2.42,"J",17168
"Premium",2.42,"J",17168
"Premium",1.75,"F",17172
"Premium",2,"F",17172
"Ideal",0.32,"G",645
"Very Good",0.32,"G",645
"Ideal",0.32,"G",645
"Ideal",0.32,"F",645
"Ideal",0.32,"F",645
"Premium",0.32,"H",645
"Ideal",0.32,"F",645
"Ideal",0.32,"G",645
"Premium",0.32,"F",645
"Very Good",0.32,"G",645
"Ideal",0.32,"H",645
"Ideal",0.32,"G",645
"Premium",0.32,"F",645
"Very Good",0.32,"G",645
"Ideal",0.32,"H",645
"Ideal",0.32,"G",645
"Very Good",0.32,"H",645
"Ideal",0.32,"H",645
"Premium",0.32,"F",645
"Very Good",0.27,"E",646
"Good",0.42,"F",646
"Ideal",0.33,"I",646
"Ideal",0.31,"H",646
"Ideal",0.35,"G",646
"Ideal",0.35,"H",646
"Premium",0.28,"H",646
"Premium",0.28,"H",646
"Premium",0.28,"G",646
"Good",0.41,"F",646
"Very Good",0.32,"D",646
"Premium",1.57,"E",17175
"Ideal",1.5,"G",17176
"Premium",2.01,"E",17179
"Premium",2.01,"E",17179
"Ideal",2.03,"G",17182
"Very Good",2.74,"H",17184
"Premium",2.56,"J",17186
"Premium",2.01,"H",17191
"Premium",1.75,"G",17191
"Premium",1.21,"D",17192
"Ideal",2.3,"I",17193
"Premium",2.14,"I",17193
"Ideal",1.67,"F",17194
"Ideal",2.01,"I",17197
"Premium",1.71,"G",17197
"Very Good",1.51,"F",17203
"Premium",1.5,"F",17203
"Premium",1.6,"G",17204
"Ideal",1.71,"G",17204
"Very Good",1.71,"G",17206
"Premium",2.6,"J",17209
"Ideal",2.61,"J",17209
"Ideal",2.14,"I",17213
"Ideal",2.05,"J",17214
"Premium",1.41,"D",17216
"Premium",2.31,"I",17218
"Very Good",1.7,"G",17219
"Ideal",2.15,"H",17219
"Ideal",2.01,"F",17220
"Premium",2.15,"H",17221
"Ideal",1.53,"D",17223
"Ideal",2.17,"I",17224
"Ideal",2.01,"I",17227
"Premium",1.7,"G",17228
"Ideal",2.52,"I",17231
"Premium",2.25,"H",17233
"Premium",2.01,"D",17235
"Premium",2.01,"H",17235
"Premium",2.05,"E",17237
"Ideal",1.54,"F",17240
"Very Good",2.01,"F",17244
"Ideal",2.02,"H",17245
"Very Good",2,"H",17247
"Ideal",2.1,"I",17250
"Premium",2.12,"I",17254
"Ideal",1.61,"F",17256
"Premium",2.08,"H",17258
"Premium",2.42,"I",17262
"Very Good",2.02,"D",17263
"Ideal",2.16,"E",17263
"Ideal",2.02,"G",17265
"Premium",2.02,"H",17265
"Premium",2.2,"H",17265
"Very Good",1.86,"H",17267
"Very Good",1.8,"E",17273
"Premium",2,"I",17278
"Very Good",1.5,"F",17279
"Premium",2.05,"E",17294
"Premium",2.35,"I",17294
"Premium",2.35,"I",17294
"Ideal",2.05,"H",17294
"Very Good",2.03,"I",17297
"Ideal",2.26,"H",17312
"Premium",2.16,"I",17313
"Good",2.01,"F",17313
"Very Good",2.04,"I",17315
"Very Good",1.51,"F",17317
"Very Good",2.04,"I",17323
"Premium",1.7,"E",17323
"Ideal",2.04,"J",17327
"Fair",4.13,"H",17329
"Ideal",1.58,"G",17329
"Good",1.7,"F",17330
"Premium",2.01,"G",17334
"Good",1.69,"G",17338
"Ideal",2.54,"G",17339
"Ideal",1.75,"G",17343
"Premium",2.01,"H",17347
"Ideal",1.67,"F",17351
"Ideal",1.21,"E",17353
"Premium",1.93,"H",17353
"Very Good",2.02,"I",17357
"Premium",1.79,"G",17358
"Premium",1.6,"G",17360
"Ideal",1.7,"F",17360
"Good",2.01,"I",17365
"Ideal",2.39,"J",17365
"Ideal",1.59,"F",17366
"Very Good",1.95,"H",17374
"Very Good",1.97,"H",17377
"Premium",2.04,"E",17379
"Ideal",2.17,"I",17381
"Ideal",2.01,"H",17383
"Ideal",2.02,"H",17392
"Premium",1.59,"E",17393
"Premium",2.03,"G",17393
"Good",1.69,"E",17400
"Ideal",2.01,"H",17403
"Premium",2.01,"G",17403
"Ideal",2.01,"H",17403
"Ideal",2.01,"H",17403
"Fair",2.5,"F",17405
"Good",2,"G",17405
"Ideal",2.64,"H",17407
"Fair",2.05,"I",17408
"Ideal",1.61,"F",17414
"Premium",2.14,"I",17416
"Very Good",2.01,"I",17422
"Very Good",1.65,"F",17425
"Premium",2.01,"I",17433
"Ideal",2.19,"H",17433
"Very Good",2.01,"H",17434
"Premium",2,"I",17436
"Ideal",1.55,"D",17441
"Ideal",1.76,"G",17442
"Good",2,"H",17447
"Very Good",2.48,"I",17448
"Good",1.5,"E",17449
"Premium",2.31,"J",17451
"Premium",2.51,"J",17452
"Ideal",1.56,"F",17455
"Premium",2.01,"H",17458
"Ideal",2.2,"H",17460
"Ideal",2.08,"H",17469
"Ideal",2.08,"H",17469
"Very Good",2.44,"J",17472
"Premium",2.18,"H",17473
"Premium",2.01,"I",17474
"Very Good",2.18,"G",17475
"Very Good",2.01,"H",17476
"Good",1.7,"D",17485
"Premium",2.02,"H",17489
"Premium",1.7,"G",17492
"Ideal",2.01,"G",17492
"Premium",1.31,"D",17496
"Good",2.01,"I",17497
"Good",1.14,"D",17499
"Ideal",2.33,"I",17504
"Very Good",1.91,"F",17509
"Premium",2.14,"G",17513
"Very Good",2.01,"F",17514
"Premium",1.51,"D",17515
"Ideal",2.32,"I",17516
"Premium",2.05,"H",17521
"Premium",2.52,"H",17522
"Ideal",2.01,"I",17523
"Premium",2.21,"G",17525
"Very Good",2.02,"F",17530
"Good",2.02,"I",17533
"Ideal",2.36,"J",17534
"Ideal",2,"F",17534
"Premium",1.97,"H",17535
"Premium",2.29,"H",17539
"Very Good",1.45,"D",17545
"Ideal",1.57,"E",17548
"Premium",1.59,"E",17552
"Ideal",1.89,"H",17553
"Premium",2.19,"H",17554
"Ideal",2.01,"G",17555
"Ideal",1.65,"G",17569
"Ideal",2.36,"H",17569
"Very Good",2.01,"I",17570
"Premium",2,"I",17574
"Premium",2.02,"G",17579
"Very Good",2.02,"I",17581
"Very Good",2.14,"F",17582
"Ideal",1.03,"D",17590
"Premium",2.53,"H",17591
"Premium",2.01,"I",17592
"Ideal",1.71,"G",17595
"Very Good",1.7,"F",17597
"Good",1.7,"F",17597
"Very Good",1.38,"F",17598
"Good",2,"H",17600
"Ideal",1.64,"G",17604
"Premium",1.72,"G",17605
"Premium",2.1,"J",17606
"Ideal",2,"I",17607
"Premium",2.48,"I",17607
"Good",2.52,"G",17608
"Ideal",2.01,"G",17609
"Premium",1.74,"G",17614
"Ideal",2.07,"G",17614
"Premium",2.08,"H",17617
"Premium",2.2,"H",17634
"Premium",2.05,"I",17640
"Premium",2.39,"I",17642
"Ideal",1.51,"E",17649
"Premium",2.06,"G",17650
"Very Good",2.02,"F",17658
"Ideal",1.52,"D",17659
"Ideal",1.7,"F",17662
"Premium",1.34,"E",17663
"Premium",2.29,"H",17666
"Premium",1.5,"E",17667
"Very Good",2.02,"H",17672
"Premium",2.28,"I",17673
"Premium",2.14,"G",17673
"Premium",2,"D",17674
"Very Good",2.01,"E",17676
"Ideal",2.32,"I",17676
"Very Good",1.71,"F",17685
"Ideal",2.01,"E",17688
"Premium",2.01,"H",17688
"Very Good",1.51,"E",17689
"Very Good",2.52,"G",17689
"Premium",2.02,"G",17692
"Very Good",2.12,"F",17694
"Ideal",2,"F",17710
"Ideal",2.11,"I",17712
"Fair",1.99,"H",17713
"Premium",2.21,"I",17714
"Very Good",2.31,"I",17715
"Premium",2,"I",17716
"Premium",1.52,"D",17723
"Very Good",2,"G",17724
"Ideal",1.65,"G",17729
"Ideal",2.12,"F",17730
"Good",2,"G",17740
"Premium",2.14,"F",17742
"Premium",2.01,"F",17746
"Ideal",2.17,"I",17747
"Very Good",2.01,"I",17751
"Very Good",2.03,"G",17752
"Ideal",2.56,"J",17753
"Very Good",2.01,"E",17759
"Very Good",2.01,"H",17759
"Premium",2,"E",17760
"Very Good",2,"H",17760
"Good",2,"E",17760
"Good",2,"D",17760
"Ideal",2,"G",17760
"Premium",2,"H",17760
"Ideal",1.87,"H",17761
"Premium",1.72,"G",17765
"Premium",1.71,"F",17766
"Very Good",2.16,"I",17772
"Premium",1.55,"D",17773
"Premium",2.05,"D",17776
"Premium",2.08,"H",17778
"Very Good",2.21,"I",17784
"Ideal",2.01,"F",17798
"Ideal",2.72,"J",17801
"Very Good",1.69,"E",17803
"Premium",2.03,"F",17803
"Good",2.01,"G",17804
"Premium",2.09,"H",17805
"Ideal",2.17,"H",17805
"Very Good",2.05,"H",17811
"Premium",2.11,"G",17816
"Ideal",2.16,"H",17820
"Ideal",1.63,"E",17825
"Premium",2.02,"E",17825
"Premium",2.01,"I",17826
"Ideal",2.36,"J",17829
"Premium",2,"D",17835
"Very Good",2.1,"I",17837
"Ideal",2.01,"H",17838
"Premium",2.09,"F",17840
"Premium",2.18,"G",17841
"Premium",2.01,"H",17849
"Ideal",2.01,"E",17849
"Premium",2.01,"H",17849
"Premium",2.01,"H",17849
"Ideal",2.43,"I",17856
"Ideal",2.03,"H",17864
"Good",2,"F",17869
"Very Good",2.11,"E",17871
"Ideal",2,"F",17871
"Very Good",2.01,"I",17877
"Ideal",2.02,"H",17882
"Very Good",2.02,"H",17887
"Very Good",1.76,"G",17888
"Ideal",2,"I",17889
"Ideal",2.32,"J",17891
"Premium",2.16,"J",17891
"Premium",2.28,"H",17892
"Ideal",1.7,"F",17892
"Ideal",2.01,"H",17892
"Premium",2.02,"I",17893
"Very Good",2.48,"H",17893
"Very Good",2.07,"H",17893
"Ideal",1.58,"E",17894
"Ideal",2.2,"I",17895
"Good",2,"G",17898
"Good",2,"G",17902
"Premium",1.74,"G",17904
"Premium",1.74,"G",17904
"Premium",2.2,"I",17905
"Very Good",1.07,"D",17909
"Ideal",2.08,"I",17916
"Fair",2.01,"G",17917
"Very Good",2.39,"J",17920
"Good",2.41,"I",17923
"Premium",2.57,"D",17924
"Good",2,"G",17930
"Very Good",1.29,"D",17932
"Premium",2.16,"I",17934
"Ideal",2.02,"I",17936
"Premium",1.51,"D",17936
"Good",0.41,"G",646
"Ideal",0.34,"E",646
"Ideal",0.34,"E",646
"Premium",0.28,"E",646
"Ideal",0.28,"E",646
"Very Good",0.28,"E",646
"Ideal",0.28,"E",646
"Premium",0.28,"E",646
"Ideal",0.28,"F",646
"Ideal",0.28,"E",646
"Ideal",0.28,"E",646
"Ideal",0.31,"G",647
"Ideal",0.34,"H",647
"Ideal",0.32,"G",647
"Ideal",0.32,"G",647
"Ideal",0.29,"D",647
"Ideal",0.29,"D",647
"Premium",0.35,"H",647
"Premium",0.35,"H",647
"Very Good",0.35,"H",647
"Very Good",0.35,"H",647
"Good",0.41,"J",647
"Very Good",0.41,"F",647
"Very Good",0.41,"J",647
"Very Good",0.41,"J",647
"Ideal",0.41,"J",647
"Very Good",0.41,"J",647
"Ideal",0.41,"J",647
"Premium",0.41,"J",647
"Ideal",0.41,"J",647
"Premium",2.02,"E",17938
"Ideal",1.54,"F",17949
"Very Good",2.04,"H",17952
"Very Good",2.04,"H",17952
"Very Good",2,"D",17953
"Very Good",2.4,"I",17955
"Ideal",2.39,"I",17955
"Ideal",2.05,"F",17957
"Premium",2.03,"H",17975
"Ideal",2.01,"H",17983
"Ideal",2.08,"J",17986
"Premium",2.01,"G",17987
"Premium",2.05,"G",17988
"Ideal",2.24,"F",17989
"Fair",1.93,"F",17995
"Very Good",2.54,"I",17996
"Ideal",2.09,"I",17999
"Premium",2.35,"H",17999
"Ideal",2.16,"G",18001
"Premium",2.09,"F",18002
"Premium",2.18,"G",18003
"Very Good",2.06,"G",18005
"Premium",2.25,"D",18007
"Very Good",1.76,"G",18014
"Ideal",2.05,"G",18017
"Fair",5.01,"J",18018
"Premium",2.51,"J",18020
"Good",2,"H",18023
"Good",2.04,"H",18026
"Ideal",2.03,"H",18026
"Fair",2.32,"H",18026
"Premium",2.32,"I",18026
"Very Good",2.01,"H",18027
"Good",2.01,"E",18027
"Very Good",2.26,"D",18028
"Very Good",2.51,"H",18029
"Ideal",2.16,"I",18029
"Premium",2.11,"E",18034
"Premium",2.25,"I",18034
"Premium",2.25,"H",18034
"Ideal",2.51,"I",18037
"Very Good",2.01,"I",18041
"Ideal",2.02,"H",18050
"Premium",2.28,"H",18055
"Ideal",1.7,"F",18055
"Ideal",1.58,"E",18057
"Ideal",2.2,"I",18059
"Ideal",2.21,"I",18062
"Ideal",2,"H",18062
"Premium",2.04,"F",18066
"Very Good",2.19,"E",18067
"Very Good",2.29,"I",18068
"Good",2,"F",18069
"Very Good",2.11,"F",18071
"Good",2.01,"G",18077
"Very Good",2.01,"G",18077
"Premium",2.01,"G",18077
"Ideal",2.02,"G",18077
"Ideal",2.32,"H",18080
"Very Good",2.51,"I",18090
"Premium",1.51,"F",18102
"Premium",2.04,"H",18104
"Very Good",1.7,"G",18107
"Very Good",1.7,"E",18107
"Ideal",2.3,"H",18108
"Very Good",1.14,"D",18112
"Ideal",2.45,"J",18113
"Very Good",1.07,"D",18114
"Very Good",2.03,"E",18115
"Premium",2.04,"H",18115
"Premium",2.04,"H",18115
"Premium",2.02,"E",18117
"Very Good",2.12,"H",18118
"Very Good",2.33,"I",18119
"Very Good",2.03,"D",18120
"Premium",2.12,"E",18120
"Ideal",2.1,"F",18124
"Ideal",2.08,"G",18124
"Very Good",2.14,"E",18125
"Very Good",2.04,"I",18127
"Very Good",2.08,"E",18128
"Ideal",1.78,"F",18128
"Ideal",2.21,"G",18128
"Ideal",2.08,"E",18128
"Premium",2.03,"H",18139
"Premium",2.03,"H",18139
"Premium",2.23,"I",18149
"Very Good",2.01,"H",18149
"Very Good",2.05,"H",18152
"Ideal",2.04,"G",18153
"Ideal",1.5,"F",18159
"Premium",2.12,"G",18164
"Premium",2.03,"G",18166
"Ideal",2.2,"G",18168
"Ideal",2,"F",18172
"Ideal",2.01,"G",18172
"Very Good",1.7,"E",18176
"Ideal",1.76,"G",18178
"Ideal",1.63,"F",18179
"Premium",2.52,"F",18179
"Ideal",2.05,"G",18181
"Ideal",2.01,"F",18183
"Very Good",2,"G",18186
"Ideal",2.01,"H",18186
"Premium",2.01,"H",18188
"Ideal",1.55,"E",18188
"Ideal",2.3,"I",18190
"Premium",2.07,"I",18193
"Ideal",2.05,"E",18193
"Premium",2.2,"G",18193
"Ideal",2.07,"H",18198
"Premium",2.01,"I",18206
"Premium",2.02,"H",18207
"Premium",2.02,"H",18207
"Very Good",1.73,"G",18211
"Very Good",2.09,"I",18215
"Premium",2.04,"F",18231
"Very Good",1.09,"D",18231
"Premium",2.19,"E",18232
"Very Good",2.02,"H",18236
"Very Good",2.02,"H",18236
"Very Good",2.02,"H",18236
"Good",2.02,"E",18236
"Premium",2.3,"I",18239
"Premium",3.01,"I",18242
"Fair",3.01,"I",18242
"Fair",3.01,"I",18242
"Good",3.01,"I",18242
"Good",3.01,"I",18242
"Premium",1.7,"F",18251
"Ideal",2.01,"H",18252
"Premium",2.52,"I",18252
"Premium",2.53,"H",18254
"Premium",2.51,"I",18255
"Very Good",2.03,"G",18257
"Ideal",2.01,"G",18259
"Premium",2.02,"F",18274
"Ideal",2.13,"H",18275
"Ideal",2.21,"G",18276
"Ideal",1.7,"G",18279
"Premium",1.07,"D",18279
"Very Good",2.08,"I",18281
"Ideal",1.62,"F",18281
"Premium",2.03,"D",18286
"Premium",2.14,"E",18291
"Ideal",2.06,"G",18293
"Ideal",1.54,"G",18294
"Ideal",2.01,"H",18295
"Premium",2.01,"H",18295
"Ideal",2.02,"G",18296
"Ideal",2.24,"I",18299
"Ideal",2.3,"H",18304
"Ideal",1.93,"F",18306
"Fair",2.51,"H",18308
"Premium",2.03,"E",18310
"Ideal",2.1,"G",18312
"Premium",2.05,"H",18318
"Ideal",1.61,"D",18318
"Premium",2.02,"F",18320
"Ideal",2.02,"I",18324
"Good",2.5,"J",18325
"Premium",2.49,"I",18325
"Good",2.01,"H",18340
"Ideal",2.16,"I",18342
"Premium",1.7,"E",18342
"Ideal",2.27,"G",18343
"Ideal",2.07,"F",18344
"Very Good",1.83,"G",18358
"Premium",2.07,"I",18359
"Ideal",2.22,"I",18363
"Premium",2.2,"I",18364
"Ideal",2.6,"J",18369
"Ideal",2.06,"D",18371
"Very Good",2.32,"I",18371
"Premium",2,"H",18371
"Premium",2,"H",18371
"Ideal",2.4,"H",18374
"Good",2.01,"G",18374
"Good",2,"F",18376
"Premium",1.73,"G",18377
"Very Good",2.09,"H",18392
"Ideal",2.01,"F",18394
"Ideal",2.01,"F",18395
"Very Good",2.02,"H",18398
"Very Good",2.01,"G",18398
"Premium",1.7,"F",18398
"Very Good",2.08,"D",18405
"Very Good",2.11,"D",18407
"Ideal",1.54,"F",18416
"Premium",1.79,"G",18419
"Ideal",1.6,"F",18421
"Premium",2.03,"G",18423
"Premium",2.26,"H",18426
"Premium",2.29,"J",18426
"Premium",2,"E",18426
"Very Good",1.79,"F",18429
"Very Good",2.44,"J",18430
"Very Good",1.74,"F",18430
"Premium",1.7,"F",18430
"Ideal",1.72,"G",18431
"Premium",2.22,"I",18432
"Ideal",1.33,"F",18435
"Premium",2.06,"G",18439
"Ideal",2,"H",18440
"Ideal",2,"H",18440
"Ideal",2.13,"H",18442
"Premium",2.09,"H",18443
"Ideal",1.7,"G",18445
"Premium",2.5,"I",18447
"Premium",2.08,"I",18447
"Ideal",2.03,"F",18458
"Ideal",2.1,"H",18462
"Ideal",2.16,"J",18462
"Good",2.04,"D",18468
"Ideal",2.15,"H",18470
"Good",2.09,"F",18472
"Good",2.01,"H",18474
"Ideal",2.19,"H",18475
"Premium",2.03,"E",18477
"Very Good",2.1,"H",18480
"Premium",2.16,"I",18481
"Very Good",2.21,"F",18483
"Premium",2.57,"J",18485
"Premium",2.02,"F",18487
"Very Good",2.07,"H",18489
"Premium",2,"F",18493
"Good",2.66,"H",18495
"Very Good",2.01,"I",18500
"Very Good",2.01,"H",18507
"Very Good",2.03,"G",18507
"Very Good",2.32,"H",18508
"Ideal",2.37,"J",18508
"Very Good",2.09,"F",18509
"Fair",2,"G",18515
"Premium",2.38,"H",18522
"Very Good",2,"G",18524
"Premium",1.83,"G",18525
"Very Good",2.14,"D",18526
"Ideal",2.14,"H",18528
"Ideal",2.22,"I",18531
"Fair",4.5,"J",18531
"Ideal",2.32,"G",18532
"Ideal",2.03,"F",18535
"Good",2.4,"I",18541
"Ideal",2.4,"H",18541
"Very Good",1.04,"D",18542
"Very Good",1.5,"F",18552
"Very Good",1.72,"E",18557
"Premium",3.04,"I",18559
"Premium",2.38,"J",18559
"Premium",2.09,"H",18559
"Good",2.01,"H",18561
"Very Good",2.01,"H",18561
"Fair",2.02,"H",18565
"Ideal",1.6,"F",18571
"Good",2.01,"G",18572
"Fair",2.01,"G",18574
"Premium",2.11,"D",18575
"Ideal",2.03,"F",18578
"Good",3.01,"H",18593
"Premium",2.29,"J",18594
"Premium",1.7,"F",18598
"Ideal",1.71,"G",18599
"Ideal",2,"H",18604
"Ideal",2.01,"G",18607
"Premium",2.07,"F",18611
"Ideal",1.49,"F",18614
"Premium",2.42,"J",18615
"Good",2.01,"G",18625
"Very Good",2.03,"G",18630
"Good",2.01,"H",18640
"Very Good",2.09,"F",18640
"Ideal",2.1,"H",18648
"Premium",2.29,"I",18653
"Premium",2.12,"H",18656
"Ideal",2.05,"H",18659
"Ideal",2.04,"G",18663
"Ideal",2.01,"D",18674
"Premium",2.02,"F",18678
"Very Good",2.16,"F",18678
"Premium",2.03,"G",18680
"Ideal",1.42,"F",18682
"Good",2.67,"F",18686
"Very Good",1.5,"G",18691
"Premium",2.43,"J",18692
"Very Good",2.48,"F",18692
"Ideal",2.19,"D",18693
"Ideal",1.28,"E",18700
"Ideal",2.02,"G",18700
"Premium",3.51,"J",18701
"Premium",2.01,"G",18705
"Premium",2.22,"J",18706
"Good",2.07,"I",18707
"Very Good",2,"E",18709
"Premium",3.01,"J",18710
"Premium",3.01,"J",18710
"Premium",2.18,"F",18717
"Premium",1.7,"G",18718
"Ideal",1.51,"E",18729
"Premium",1.72,"G",18730
"Ideal",0.38,"I",648
"Ideal",0.41,"J",648
"Ideal",0.41,"J",648
"Ideal",0.41,"J",648
"Ideal",0.41,"J",648
"Ideal",0.4,"G",648
"Ideal",0.41,"G",648
"Ideal",0.41,"G",648
"Ideal",0.4,"D",648
"Ideal",0.32,"F",648
"Ideal",0.32,"F",648
"Ideal",0.26,"G",648
"Ideal",0.26,"G",648
"Good",0.39,"I",648
"Ideal",0.36,"H",648
"Ideal",0.36,"I",648
"Premium",0.36,"I",648
"Good",0.36,"E",648
"Ideal",0.32,"H",648
"Ideal",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.36,"I",648
"Premium",0.36,"H",648
"Ideal",0.36,"H",648
"Premium",0.36,"E",648
"Premium",0.36,"E",648
"Premium",0.36,"E",648
"Ideal",0.32,"I",648
"Premium",0.32,"I",648
"Premium",0.32,"I",648
"Very Good",2.02,"E",18731
"Premium",1.94,"F",18735
"Ideal",2.01,"G",18736
"Ideal",2.01,"G",18741
"Very Good",2.01,"G",18741
"Premium",2.01,"G",18741
"Premium",2.36,"H",18745
"Ideal",2.61,"I",18756
"Ideal",2.03,"G",18757
"Very Good",2,"F",18759
"Ideal",2.08,"H",18760
"Premium",2.55,"I",18766
"Ideal",1.71,"G",18768
"Very Good",1.51,"F",18777
"Ideal",2.06,"I",18779
"Ideal",1.6,"F",18780
"Very Good",2.03,"H",18781
"Premium",2.05,"F",18784
"Ideal",2.05,"G",18787
"Good",2.8,"G",18788
"Premium",1.71,"F",18791
"Ideal",2.15,"G",18791
"Premium",2.04,"H",18795
"Premium",2,"I",18795
"Premium",2.29,"I",18797
"Very Good",2,"H",18803
"Ideal",2.07,"G",18804
"Ideal",1.51,"G",18806
"Very Good",2,"G",18818
"Premium",2.29,"I",18823
"Very Good",0.32,"I",648
"Premium",0.32,"I",648
"Very Good",0.32,"I",648
"Ideal",0.32,"I",648
"Ideal",0.32,"I",648
"Premium",0.32,"I",648
"Premium",0.32,"I",648
"Ideal",0.32,"I",648
"Premium",0.32,"I",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Ideal",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Ideal",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Ideal",0.32,"H",648
"Ideal",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Ideal",0.32,"H",648
"Ideal",0.32,"H",648
"Ideal",0.32,"H",648
"Ideal",0.32,"H",648
"Premium",0.32,"H",648
"Premium",0.32,"H",648
"Very Good",0.32,"H",648
"Good",0.3,"G",648
"Ideal",0.32,"H",648
"Very Good",0.44,"F",648
"Premium",0.41,"H",649
"Premium",0.37,"E",649
"Ideal",0.37,"E",649
"Ideal",0.37,"E",649
"Premium",0.37,"E",649
"Very Good",0.37,"G",649
"Premium",0.37,"G",649
"Ideal",0.37,"G",649
"Very Good",0.37,"G",649
"Very Good",0.37,"G",649
"Premium",0.37,"G",649
"Very Good",0.37,"E",649
"Premium",0.37,"G",649
"Ideal",0.37,"G",649
"Very Good",0.37,"E",649
"Premium",0.37,"H",649
"Ideal",0.37,"G",649
"Ideal",0.37,"G",649
"Premium",0.37,"G",649
"Very Good",0.35,"H",650
"Very Good",0.3,"D",650
"Ideal",0.3,"G",650
"Ideal",0.23,"F",650
"Ideal",0.3,"H",650
"Ideal",0.3,"H",650
"Ideal",0.3,"H",650
"Ideal",0.28,"G",650
"Ideal",0.28,"G",650
"Ideal",0.28,"G",650
"Ideal",0.28,"G",650
"Ideal",0.28,"G",650
"Ideal",0.34,"G",650
"Good",0.34,"G",650
"Premium",0.34,"G",650
"Premium",0.34,"G",650
"Premium",0.34,"G",650
"Very Good",0.34,"G",650
"Premium",0.34,"D",650
"Premium",0.34,"D",650
"Premium",0.34,"D",650
"Premium",0.34,"D",650
"Very Good",0.39,"I",650
"Premium",0.39,"H",650
"Very Good",0.39,"E",650
"Ideal",0.38,"H",650
"Very Good",0.31,"G",651
"Very Good",0.31,"H",651
"Very Good",0.31,"H",651
"Very Good",0.31,"H",651
"Very Good",0.41,"J",651
"Good",0.31,"H",651
"Ideal",0.39,"I",651
"Ideal",0.36,"H",651
"Ideal",0.4,"G",651
"Ideal",0.39,"D",651
"Good",0.31,"E",651
"Premium",0.31,"E",651
"Premium",0.31,"E",651
"Very Good",0.31,"G",651
"Premium",0.31,"E",651
"Very Good",0.31,"E",651
"Ideal",0.3,"D",651
"Ideal",0.3,"D",651
"Very Good",0.33,"G",652
"Ideal",0.31,"H",652
"Ideal",0.34,"H",652
"Ideal",0.31,"G",652
"Ideal",0.31,"G",652
"Ideal",0.3,"E",652
"Ideal",0.31,"G",652
"Ideal",0.3,"F",652
"Ideal",0.3,"F",652
"Ideal",0.32,"F",652
"Ideal",0.3,"F",652
"Ideal",0.3,"F",652
"Good",0.33,"D",652
"Ideal",0.31,"I",652
"Ideal",0.31,"I",652
"Good",0.31,"D",653
"Ideal",0.32,"G",653
"Very Good",0.3,"E",653
"Very Good",0.3,"E",653
"Ideal",0.38,"E",653
"Good",0.42,"D",653
"Premium",0.38,"F",653
"Good",0.42,"H",653
"Good",0.42,"D",653
"Very Good",0.42,"E",653
"Premium",0.42,"E",653
"Very Good",0.3,"F",654
"Ideal",0.44,"H",654
"Ideal",0.4,"G",654
"Ideal",0.41,"E",654
"Ideal",0.42,"I",654
"Ideal",0.4,"I",654
"Ideal",0.39,"H",654
"Good",0.41,"E",654
"Very Good",0.3,"G",655
"Very Good",0.3,"H",655
"Ideal",0.36,"I",655
"Ideal",0.3,"G",655
"Ideal",0.3,"G",655
"Ideal",0.3,"G",655
"Ideal",0.3,"G",655
"Ideal",0.3,"H",655
"Ideal",0.44,"F",655
"Ideal",0.32,"I",655
"Ideal",0.32,"I",655
"Ideal",0.32,"I",655
"Ideal",0.32,"I",655
"Ideal",0.39,"E",655
"Very Good",0.4,"I",655
"Good",0.4,"G",655
"Good",0.4,"G",655
"Good",0.4,"G",655
"Good",0.4,"G",655
"Very Good",0.4,"G",655
"Very Good",0.32,"E",656
"Very Good",0.41,"G",656
"Very Good",0.42,"D",656
"Ideal",0.31,"D",656
"Ideal",0.41,"D",656
"Very Good",0.26,"F",657
"Very Good",0.26,"F",657
"Very Good",0.26,"F",657
"Very Good",0.26,"F",657
"Very Good",0.26,"F",657
"Very Good",0.26,"E",657
"Ideal",0.26,"E",657
"Ideal",0.34,"G",657
"Ideal",0.26,"F",657
"Very Good",0.32,"D",657
"Ideal",0.32,"D",657
"Good",0.32,"D",657
"Ideal",0.32,"E",657
"Very Good",0.37,"G",657
"Very Good",0.35,"G",658
"Very Good",0.26,"D",658
"Ideal",0.4,"J",658
"Ideal",0.31,"G",658
"Ideal",0.38,"G",658
"Premium",0.38,"J",658
"Premium",0.38,"E",658
"Ideal",0.38,"E",658
"Good",0.32,"E",658
"Good",0.35,"H",429
"Very Good",0.26,"H",430
"Very Good",0.24,"E",430
"Ideal",0.31,"I",430
"Ideal",0.32,"H",430
"Ideal",0.28,"G",430
"Ideal",0.25,"F",430
"Ideal",0.25,"F",430
"Very Good",0.31,"J",430
"Very Good",0.23,"H",431
"Very Good",0.23,"H",431
"Very Good",0.23,"G",431
"Very Good",0.23,"G",431
"Very Good",0.23,"G",431
"Very Good",0.23,"G",431
"Ideal",0.25,"H",431
"Premium",0.31,"G",431
"Good",0.31,"G",431
"Very Good",0.3,"G",432
"Very Good",0.3,"G",432
